work_order_id,machine_id,maintenance_datetime,maintenance_type,issue,part_id,technician_id,downtime_hours,total_cost_usd,status
WO_04728,APU_042,2025-02-10 22:32:00,Corrective,Reservoir Pressure Fluctuation,PART_0274,TECH_0100,2.08,1040.87,Completed
WO_04729,APU_008,2025-07-03 12:48:00,Corrective,Compressor Cycling,PART_0023,TECH_0043,6.53,1084.82,Completed
WO_04730,APU_033,2024-07-28 03:07:00,Preventive,Compressor Cycling,PART_0131,TECH_0211,2.75,994.06,Completed
WO_04731,APU_004,2024-06-12 22:41:00,Corrective,Dryer Valve Fault,PART_0187,TECH_0413,1.41,729.86,Monitoring
WO_04732,APU_025,2024-07-19 22:02:00,Preventive,Pressure Leak,PART_0127,TECH_0453,2.64,738.96,Completed
WO_04733,APU_030,2025-03-20 15:01:00,Preventive,Compressor Cycling,PART_0023,TECH_0286,1.53,758.14,Completed
WO_04734,APU_031,2024-01-11 17:53:00,Preventive,Compressor Cycling,PART_0077,TECH_0440,3.53,819.79,Completed
WO_04735,APU_028,2024-07-10 10:15:00,Corrective,Low Pressure Switch Fault,PART_0206,TECH_0095,3.19,551.5,Completed
WO_04736,APU_041,2025-08-01 22:56:00,Corrective,Oil Level Warning,PART_0024,TECH_0087,4.6,715.47,Completed
WO_04737,APU_022,2024-08-05 13:35:00,Corrective,Low Pressure Switch Fault,PART_0278,TECH_0168,1.76,883.32,Completed
WO_04738,APU_012,2024-12-18 23:00:00,Corrective,Compressor Cycling,PART_0167,TECH_0029,2.77,361.78,Completed
WO_04739,APU_029,2024-04-29 06:33:00,Corrective,Pressure Leak,PART_0199,TECH_0302,1.28,563.46,Completed
WO_04740,APU_005,2024-08-20 17:27:00,Corrective,Oil Level Warning,PART_0204,TECH_0048,4.0,821.04,Completed
WO_04741,APU_006,2024-03-07 21:33:00,Preventive,Low Pressure Switch Fault,PART_0260,TECH_0487,3.62,1105.68,Completed
WO_04742,APU_047,2024-09-20 04:41:00,Preventive,Pressure Leak,PART_0055,TECH_0197,3.57,844.11,Completed
WO_04743,APU_006,2025-01-08 11:15:00,Preventive,Compressor Cycling,PART_0005,TECH_0325,2.72,227.12,Completed
WO_04744,APU_002,2025-06-03 07:48:00,Inspection,Abnormal Motor Current,PART_0003,TECH_0459,3.41,239.29,Completed
WO_04745,APU_005,2024-08-29 04:29:00,Preventive,Oil Level Warning,PART_0240,TECH_0178,6.57,837.66,Monitoring
WO_04746,APU_045,2025-03-31 02:05:00,Inspection,Dryer Valve Fault,PART_0079,TECH_0374,2.32,174.87,Completed
WO_04747,APU_015,2025-01-07 01:07:00,Inspection,Low Pressure Switch Fault,PART_0260,TECH_0164,2.93,1001.9,Completed
WO_04748,APU_014,2025-03-14 21:28:00,Corrective,Abnormal Motor Current,PART_0021,TECH_0337,1.5,913.65,Completed
WO_04749,APU_003,2024-11-15 14:59:00,Preventive,Dryer Valve Fault,PART_0043,TECH_0144,1.69,186.71,Completed
WO_04750,APU_031,2024-05-29 09:50:00,Corrective,Reservoir Pressure Fluctuation,PART_0166,TECH_0096,2.87,556.83,Completed
WO_04751,APU_028,2024-10-10 12:45:00,Corrective,Reservoir Pressure Fluctuation,PART_0166,TECH_0181,4.99,718.83,Monitoring
WO_04752,APU_044,2025-05-19 21:01:00,Inspection,Oil Level Warning,PART_0114,TECH_0068,2.36,537.57,Completed
WO_04753,APU_024,2024-11-02 08:29:00,Corrective,Compressor Cycling,PART_0059,TECH_0337,2.39,929.98,Completed
WO_04754,APU_019,2024-10-04 18:44:00,Preventive,High Oil Temperature,PART_0128,TECH_0091,2.17,831.54,Monitoring
WO_04755,APU_050,2024-06-15 05:13:00,Corrective,Dryer Valve Fault,PART_0133,TECH_0039,2.03,383.34,Completed
WO_04756,APU_016,2025-08-14 23:05:00,Preventive,Reservoir Pressure Fluctuation,PART_0130,TECH_0416,3.2,624.82,Completed
WO_04757,APU_001,2025-07-13 14:47:00,Preventive,Dryer Valve Fault,PART_0079,TECH_0313,1.19,71.77,Completed
WO_04758,APU_002,2024-07-07 05:42:00,Corrective,Low Pressure Switch Fault,PART_0008,TECH_0019,5.5,565.69,Monitoring
WO_04759,APU_028,2025-01-10 01:58:00,Corrective,Dryer Valve Fault,PART_0169,TECH_0452,1.89,748.11,Completed
WO_04760,APU_003,2025-06-21 13:21:00,Preventive,Dryer Valve Fault,PART_0097,TECH_0450,4.04,905.45,Monitoring
WO_04761,APU_013,2024-10-27 23:23:00,Inspection,Dryer Valve Fault,PART_0295,TECH_0016,1.35,453.95,Monitoring
WO_04762,APU_034,2024-02-12 03:35:00,Inspection,Reservoir Pressure Fluctuation,PART_0292,TECH_0146,3.93,343.5,Completed
WO_04763,APU_002,2024-03-08 23:43:00,Corrective,Low Pressure Switch Fault,PART_0098,TECH_0264,3.93,600.47,Monitoring
WO_04764,APU_007,2025-01-16 07:14:00,Preventive,Oil Level Warning,PART_0222,TECH_0109,3.36,989.0,Monitoring
WO_04765,APU_026,2024-12-01 05:58:00,Preventive,Reservoir Pressure Fluctuation,PART_0292,TECH_0170,1.57,261.03,Monitoring
WO_04766,APU_001,2024-01-11 00:40:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0397,3.12,495.24,Completed
WO_04767,APU_032,2025-03-04 03:55:00,Corrective,Abnormal Motor Current,PART_0021,TECH_0274,1.42,889.05,Completed
WO_04768,APU_025,2024-08-22 20:32:00,Preventive,Compressor Cycling,PART_0293,TECH_0028,2.37,438.44,Monitoring
WO_04769,APU_011,2025-04-04 16:41:00,Preventive,Abnormal Motor Current,PART_0165,TECH_0071,4.79,365.05,Monitoring
WO_04770,APU_001,2024-06-06 23:22:00,Corrective,Low Pressure Switch Fault,PART_0062,TECH_0028,4.21,1102.27,Completed
WO_04771,APU_040,2025-02-01 15:14:00,Corrective,Pressure Leak,PART_0199,TECH_0254,2.74,635.51,Monitoring
WO_04772,APU_018,2025-01-23 20:02:00,Inspection,Pressure Leak,PART_0127,TECH_0171,1.59,673.25,Completed
WO_04773,APU_045,2024-11-29 09:50:00,Corrective,Dryer Valve Fault,PART_0079,TECH_0388,3.88,175.93,Completed
WO_04774,APU_028,2025-05-27 01:52:00,Corrective,Pressure Leak,PART_0235,TECH_0413,2.75,424.78,Monitoring
WO_04775,APU_015,2025-04-11 06:50:00,Preventive,Compressor Cycling,PART_0005,TECH_0485,0.76,75.65,Completed
WO_04776,APU_034,2024-05-05 23:00:00,Corrective,Low Pressure Switch Fault,PART_0188,TECH_0201,4.18,591.52,Monitoring
WO_04777,APU_019,2024-02-28 11:16:00,Inspection,Pressure Leak,PART_0181,TECH_0305,2.68,908.27,Completed
WO_04778,APU_041,2025-06-18 11:32:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0187,5.27,646.17,Completed
WO_04779,APU_031,2025-05-01 21:35:00,Corrective,High Oil Temperature,PART_0182,TECH_0397,1.49,300.32,Completed
WO_04780,APU_016,2024-05-23 00:13:00,Corrective,Compressor Cycling,PART_0059,TECH_0455,0.5,884.44,Completed
WO_04781,APU_023,2025-04-17 18:59:00,Corrective,Pressure Leak,PART_0271,TECH_0405,3.17,330.61,Completed
WO_04782,APU_029,2025-01-14 06:34:00,Corrective,Pressure Leak,PART_0145,TECH_0397,3.19,541.74,Completed
WO_04783,APU_029,2024-11-22 23:12:00,Corrective,Oil Level Warning,PART_0168,TECH_0349,1.07,434.0,Monitoring
WO_04784,APU_028,2024-09-06 17:23:00,Preventive,Oil Level Warning,PART_0078,TECH_0255,1.59,536.26,Completed
WO_04785,APU_017,2024-08-31 06:49:00,Preventive,Abnormal Motor Current,PART_0237,TECH_0361,12.37,769.09,Completed
WO_04786,APU_011,2024-04-08 12:01:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0433,2.3,836.85,Completed
WO_04787,APU_021,2025-07-17 06:10:00,Corrective,High Oil Temperature,PART_0146,TECH_0090,4.06,820.38,Completed
WO_04788,APU_043,2025-01-26 10:18:00,Preventive,Dryer Valve Fault,PART_0295,TECH_0208,1.9,543.07,Completed
WO_04789,APU_009,2024-04-22 23:11:00,Corrective,Dryer Valve Fault,PART_0205,TECH_0243,0.86,317.34,Monitoring
WO_04790,APU_037,2024-10-27 05:06:00,Corrective,Abnormal Motor Current,PART_0237,TECH_0066,2.48,149.37,Completed
WO_04791,APU_018,2025-04-12 01:42:00,Preventive,Low Pressure Switch Fault,PART_0026,TECH_0274,2.35,643.55,Completed
WO_04792,APU_050,2025-02-26 01:38:00,Corrective,Compressor Cycling,PART_0095,TECH_0376,2.18,308.35,Completed
WO_04793,APU_042,2024-10-17 09:20:00,Corrective,Pressure Leak,PART_0019,TECH_0041,2.55,876.22,Monitoring
WO_04794,APU_019,2025-09-14 20:21:00,Corrective,Dryer Valve Fault,PART_0223,TECH_0021,3.14,454.71,Completed
WO_04795,APU_037,2025-09-16 03:42:00,Corrective,Pressure Leak,PART_0037,TECH_0003,2.5,817.89,Monitoring
WO_04796,APU_043,2025-03-07 17:17:00,Corrective,Oil Level Warning,PART_0186,TECH_0254,1.36,913.18,Completed
WO_04797,APU_004,2024-03-10 23:13:00,Inspection,Pressure Leak,PART_0271,TECH_0487,3.55,429.31,Completed
WO_04798,APU_047,2024-08-05 01:57:00,Corrective,Low Pressure Switch Fault,PART_0098,TECH_0008,0.93,446.65,Completed
WO_04799,APU_043,2025-05-06 08:40:00,Preventive,Oil Level Warning,PART_0294,TECH_0416,0.88,410.87,Completed
WO_04800,APU_050,2024-05-24 09:27:00,Corrective,Low Pressure Switch Fault,PART_0098,TECH_0088,4.08,598.5,Monitoring
WO_04801,APU_003,2025-06-29 18:10:00,Preventive,High Oil Temperature,PART_0254,TECH_0050,3.59,696.9,Monitoring
WO_04802,APU_008,2025-08-15 13:33:00,Inspection,High Oil Temperature,PART_0272,TECH_0083,2.63,432.66,Completed
WO_04803,APU_023,2024-01-25 09:53:00,Corrective,Abnormal Motor Current,PART_0003,TECH_0365,1.26,136.99,Monitoring
WO_04804,APU_017,2024-06-27 13:10:00,Corrective,Dryer Valve Fault,PART_0169,TECH_0289,1.84,812.75,Completed
WO_04805,APU_044,2025-05-14 09:29:00,Inspection,Dryer Valve Fault,PART_0205,TECH_0048,2.35,450.86,Completed
WO_04806,APU_032,2025-05-04 06:29:00,Corrective,Low Pressure Switch Fault,PART_0152,TECH_0063,1.13,359.96,Completed
WO_04807,APU_045,2025-02-21 06:08:00,Inspection,Oil Level Warning,PART_0204,TECH_0165,1.81,785.87,Monitoring
WO_04808,APU_023,2025-03-12 13:07:00,Preventive,Oil Level Warning,PART_0276,TECH_0265,3.89,545.81,Completed
WO_04809,APU_047,2024-02-20 19:00:00,Preventive,Compressor Cycling,PART_0203,TECH_0290,5.96,445.93,Completed
WO_04810,APU_004,2025-08-09 18:47:00,Corrective,Reservoir Pressure Fluctuation,PART_0058,TECH_0338,2.16,773.84,Completed
WO_04811,APU_043,2024-06-28 04:52:00,Corrective,Pressure Leak,PART_0073,TECH_0465,4.12,437.71,Completed
WO_04812,APU_015,2025-07-18 20:26:00,Corrective,Reservoir Pressure Fluctuation,PART_0076,TECH_0484,0.95,125.41,Monitoring
WO_04813,APU_032,2025-05-19 19:02:00,Inspection,Dryer Valve Fault,PART_0169,TECH_0041,3.91,872.68,Monitoring
WO_04814,APU_009,2024-07-09 15:46:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0229,1.75,314.14,Completed
WO_04815,APU_007,2025-02-13 21:44:00,Inspection,Compressor Cycling,PART_0005,TECH_0372,3.22,215.36,Completed
WO_04816,APU_003,2025-03-10 07:29:00,Corrective,Pressure Leak,PART_0253,TECH_0282,2.37,302.57,Completed
WO_04817,APU_005,2024-10-03 04:13:00,Corrective,Reservoir Pressure Fluctuation,PART_0148,TECH_0130,5.62,913.79,Monitoring
WO_04818,APU_033,2024-09-10 21:09:00,Inspection,Oil Level Warning,PART_0276,TECH_0041,1.68,440.07,Completed
WO_04819,APU_034,2025-03-07 04:23:00,Corrective,Compressor Cycling,PART_0041,TECH_0008,3.84,973.39,Completed
WO_04820,APU_050,2025-09-09 22:41:00,Preventive,Oil Level Warning,PART_0294,TECH_0207,2.33,458.04,Completed
WO_04821,APU_023,2024-03-26 04:18:00,Inspection,Dryer Valve Fault,PART_0079,TECH_0220,2.49,151.37,Completed
WO_04822,APU_046,2024-12-06 08:22:00,Corrective,Pressure Leak,PART_0001,TECH_0480,2.46,242.54,Completed
WO_04823,APU_047,2024-06-23 06:46:00,Inspection,High Oil Temperature,PART_0182,TECH_0293,1.71,255.25,Completed
WO_04824,APU_040,2024-01-15 23:08:00,Preventive,Oil Level Warning,PART_0276,TECH_0177,2.7,529.07,Completed
WO_04825,APU_034,2024-04-29 02:02:00,Corrective,Abnormal Motor Current,PART_0039,TECH_0071,2.63,377.95,Completed
WO_04826,APU_007,2025-04-25 14:27:00,Corrective,Abnormal Motor Current,PART_0291,TECH_0063,3.1,735.7,Monitoring
WO_04827,APU_050,2024-12-04 03:58:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0054,2.85,442.7,Completed
WO_04828,APU_002,2025-03-28 17:16:00,Inspection,Low Pressure Switch Fault,PART_0206,TECH_0017,4.22,563.12,Monitoring
WO_04829,APU_012,2024-11-19 03:42:00,Preventive,Reservoir Pressure Fluctuation,PART_0220,TECH_0174,4.52,1145.71,Completed
WO_04830,APU_028,2024-08-31 17:29:00,Preventive,Abnormal Motor Current,PART_0255,TECH_0127,1.53,252.93,Completed
WO_04831,APU_048,2024-12-23 14:23:00,Inspection,Compressor Cycling,PART_0023,TECH_0434,4.38,913.14,Completed
WO_04832,APU_039,2025-01-11 13:12:00,Corrective,Low Pressure Switch Fault,PART_0278,TECH_0459,1.42,839.07,Completed
WO_04833,APU_013,2024-10-10 02:49:00,Corrective,Dryer Valve Fault,PART_0061,TECH_0487,3.76,799.19,Completed
WO_04834,APU_033,2024-09-20 20:02:00,Corrective,Reservoir Pressure Fluctuation,PART_0256,TECH_0467,3.82,436.51,Completed
WO_04835,APU_007,2024-11-01 09:42:00,Preventive,Pressure Leak,PART_0199,TECH_0093,0.95,552.58,Completed
WO_04836,APU_031,2024-07-25 20:18:00,Corrective,Abnormal Motor Current,PART_0255,TECH_0459,2.86,436.19,Completed
WO_04837,APU_013,2024-05-29 02:46:00,Preventive,Reservoir Pressure Fluctuation,PART_0040,TECH_0373,2.1,966.25,Completed
WO_04838,APU_042,2024-08-05 13:11:00,Inspection,Reservoir Pressure Fluctuation,PART_0274,TECH_0295,1.79,1025.99,Monitoring
WO_04839,APU_030,2024-10-03 07:32:00,Preventive,High Oil Temperature,PART_0200,TECH_0045,5.71,498.94,Completed
WO_04840,APU_011,2024-12-29 03:37:00,Preventive,Pressure Leak,PART_0289,TECH_0417,1.9,322.33,Completed
WO_04841,APU_004,2025-07-13 13:38:00,Corrective,Low Pressure Switch Fault,PART_0008,TECH_0317,1.74,230.57,Completed
WO_04842,APU_033,2025-04-19 15:50:00,Preventive,Reservoir Pressure Fluctuation,PART_0022,TECH_0344,2.83,620.98,Completed
WO_04843,APU_014,2024-12-27 03:12:00,Preventive,Oil Level Warning,PART_0222,TECH_0177,3.96,1026.26,Completed
WO_04844,APU_019,2025-05-06 21:37:00,Inspection,Low Pressure Switch Fault,PART_0224,TECH_0151,2.51,283.27,Monitoring
WO_04845,APU_013,2024-03-05 16:43:00,Corrective,Oil Level Warning,PART_0042,TECH_0293,5.16,1122.16,Completed
WO_04846,APU_009,2025-04-22 22:11:00,Preventive,Low Pressure Switch Fault,PART_0008,TECH_0399,3.64,345.76,Completed
WO_04847,APU_042,2024-08-06 07:08:00,Preventive,Compressor Cycling,PART_0149,TECH_0245,0.82,555.51,Monitoring
WO_04848,APU_021,2025-05-09 02:12:00,Preventive,Compressor Cycling,PART_0221,TECH_0152,2.03,701.8,Completed
WO_04849,APU_037,2025-06-05 19:03:00,Preventive,Pressure Leak,PART_0073,TECH_0465,2.0,313.85,Completed
WO_04850,APU_015,2025-04-29 19:03:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0296,3.54,810.4,Completed
WO_04851,APU_035,2024-04-23 15:15:00,Corrective,High Oil Temperature,PART_0200,TECH_0082,0.64,301.49,Completed
WO_04852,APU_006,2025-04-20 12:31:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0374,11.04,1009.75,Completed
WO_04853,APU_018,2024-07-21 07:18:00,Inspection,High Oil Temperature,PART_0200,TECH_0428,3.64,464.0,Monitoring
WO_04854,APU_047,2024-11-30 07:41:00,Preventive,Dryer Valve Fault,PART_0223,TECH_0005,2.95,499.01,Completed
WO_04855,APU_016,2024-07-17 03:28:00,Corrective,Compressor Cycling,PART_0005,TECH_0059,5.21,212.71,Completed
WO_04856,APU_030,2024-10-02 14:35:00,Preventive,Oil Level Warning,PART_0168,TECH_0422,9.87,872.75,Monitoring
WO_04857,APU_048,2024-11-29 11:48:00,Corrective,Oil Level Warning,PART_0114,TECH_0109,4.39,660.05,Completed
WO_04858,APU_049,2024-02-12 17:07:00,Corrective,High Oil Temperature,PART_0182,TECH_0002,4.58,434.51,Completed
WO_04859,APU_016,2024-06-26 10:18:00,Corrective,Abnormal Motor Current,PART_0021,TECH_0270,2.92,1020.06,Completed
WO_04860,APU_020,2025-05-26 21:21:00,Preventive,High Oil Temperature,PART_0272,TECH_0017,2.51,508.81,Monitoring
WO_04861,APU_015,2025-09-10 18:42:00,Preventive,Oil Level Warning,PART_0258,TECH_0181,2.09,391.13,Completed
WO_04862,APU_050,2024-08-03 18:52:00,Inspection,Reservoir Pressure Fluctuation,PART_0094,TECH_0438,1.73,400.71,Completed
WO_04863,APU_010,2025-02-25 10:56:00,Preventive,Dryer Valve Fault,PART_0115,TECH_0048,1.86,424.49,Monitoring
WO_04864,APU_023,2024-02-10 21:35:00,Corrective,High Oil Temperature,PART_0272,TECH_0092,1.29,413.08,Monitoring
WO_04865,APU_026,2025-03-15 17:55:00,Inspection,High Oil Temperature,PART_0020,TECH_0211,2.61,1001.15,Completed
WO_04866,APU_037,2024-02-12 16:10:00,Preventive,Oil Level Warning,PART_0150,TECH_0087,1.08,595.12,Monitoring
WO_04867,APU_039,2024-11-09 15:45:00,Inspection,Low Pressure Switch Fault,PART_0116,TECH_0087,3.02,749.32,Monitoring
WO_04868,APU_003,2025-02-17 09:31:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0038,2.66,339.14,Monitoring
WO_04869,APU_010,2024-04-18 22:00:00,Preventive,High Oil Temperature,PART_0290,TECH_0211,2.95,783.11,Monitoring
WO_04870,APU_046,2024-12-07 13:57:00,Corrective,Compressor Cycling,PART_0257,TECH_0497,2.04,168.67,Completed
WO_04871,APU_030,2024-09-10 13:30:00,Corrective,Reservoir Pressure Fluctuation,PART_0220,TECH_0426,14.77,1840.99,Monitoring
WO_04872,APU_029,2024-07-03 16:36:00,Corrective,Abnormal Motor Current,PART_0291,TECH_0151,5.74,1048.04,Completed
WO_04873,APU_005,2024-08-24 06:13:00,Preventive,Low Pressure Switch Fault,PART_0152,TECH_0450,1.37,419.52,Completed
WO_04874,APU_008,2025-08-14 13:56:00,Inspection,Pressure Leak,PART_0109,TECH_0208,3.09,297.25,Completed
WO_04875,APU_021,2024-10-05 01:27:00,Corrective,High Oil Temperature,PART_0254,TECH_0051,1.95,553.93,Completed
WO_04876,APU_049,2025-08-29 00:52:00,Preventive,Compressor Cycling,PART_0221,TECH_0276,1.56,694.28,Completed
WO_04877,APU_029,2024-02-28 01:21:00,Corrective,Reservoir Pressure Fluctuation,PART_0238,TECH_0291,1.3,600.41,Completed
WO_04878,APU_043,2024-03-18 01:33:00,Corrective,Reservoir Pressure Fluctuation,PART_0202,TECH_0467,3.45,682.74,Completed
WO_04879,APU_008,2025-04-20 23:33:00,Preventive,Reservoir Pressure Fluctuation,PART_0040,TECH_0320,1.87,907.85,Completed
WO_04880,APU_038,2025-08-07 23:11:00,Corrective,Dryer Valve Fault,PART_0007,TECH_0013,4.63,809.94,Completed
WO_04881,APU_028,2025-06-18 05:37:00,Corrective,Compressor Cycling,PART_0167,TECH_0259,4.7,516.94,Completed
WO_04882,APU_022,2024-03-12 12:53:00,Corrective,High Oil Temperature,PART_0128,TECH_0245,5.79,1163.09,Completed
WO_04883,APU_040,2025-05-14 07:11:00,Corrective,High Oil Temperature,PART_0092,TECH_0444,1.7,483.26,Completed
WO_04884,APU_040,2024-12-30 11:26:00,Preventive,Pressure Leak,PART_0235,TECH_0040,3.53,524.2,Completed
WO_04885,APU_020,2024-02-28 18:41:00,Corrective,Compressor Cycling,PART_0239,TECH_0392,3.85,1168.91,Completed
WO_04886,APU_049,2024-12-05 18:21:00,Corrective,Low Pressure Switch Fault,PART_0080,TECH_0237,2.09,241.37,Monitoring
WO_04887,APU_036,2024-01-22 16:46:00,Corrective,Pressure Leak,PART_0181,TECH_0487,1.78,877.78,Completed
WO_04888,APU_044,2024-01-09 11:35:00,Preventive,Compressor Cycling,PART_0149,TECH_0433,6.59,883.93,Completed
WO_04889,APU_012,2024-07-26 10:29:00,Corrective,Low Pressure Switch Fault,PART_0008,TECH_0021,3.08,302.47,Completed
WO_04890,APU_048,2025-07-26 14:55:00,Corrective,High Oil Temperature,PART_0290,TECH_0418,3.86,830.08,Monitoring
WO_04891,APU_050,2024-04-20 22:10:00,Corrective,Abnormal Motor Current,PART_0165,TECH_0271,1.73,153.29,Completed
WO_04892,APU_040,2024-07-15 22:59:00,Corrective,High Oil Temperature,PART_0200,TECH_0203,1.39,319.65,Completed
WO_04893,APU_001,2024-04-09 05:45:00,Inspection,High Oil Temperature,PART_0218,TECH_0216,1.99,635.36,Completed
WO_04894,APU_029,2025-07-01 12:39:00,Corrective,Abnormal Motor Current,PART_0273,TECH_0438,2.54,516.57,Completed
WO_04895,APU_028,2025-01-03 13:41:00,Preventive,Abnormal Motor Current,PART_0093,TECH_0197,1.51,315.17,Completed
WO_04896,APU_013,2025-05-20 10:42:00,Corrective,Compressor Cycling,PART_0149,TECH_0239,2.7,660.79,Completed
WO_04897,APU_008,2024-03-28 21:38:00,Preventive,Pressure Leak,PART_0181,TECH_0318,1.07,812.24,Completed
WO_04898,APU_007,2024-06-02 10:37:00,Corrective,Oil Level Warning,PART_0204,TECH_0324,1.47,768.32,Completed
WO_04899,APU_024,2024-01-11 03:21:00,Corrective,Low Pressure Switch Fault,PART_0296,TECH_0184,3.93,426.96,Monitoring
WO_04900,APU_011,2025-08-17 01:19:00,Preventive,Oil Level Warning,PART_0186,TECH_0125,3.79,1104.25,Completed
WO_04901,APU_016,2024-07-01 20:33:00,Preventive,Compressor Cycling,PART_0077,TECH_0068,2.19,738.2,Monitoring
WO_04902,APU_021,2024-11-14 08:11:00,Inspection,Dryer Valve Fault,PART_0097,TECH_0003,1.55,792.82,Completed
WO_04903,APU_001,2024-11-02 01:34:00,Preventive,Pressure Leak,PART_0145,TECH_0313,1.54,503.02,Completed
WO_04904,APU_034,2024-05-04 07:02:00,Preventive,Compressor Cycling,PART_0167,TECH_0038,2.21,341.74,Completed
WO_04905,APU_012,2024-09-23 00:19:00,Corrective,Dryer Valve Fault,PART_0205,TECH_0495,3.87,489.76,Completed
WO_04906,APU_002,2025-07-11 21:29:00,Corrective,Low Pressure Switch Fault,PART_0242,TECH_0133,4.53,986.77,Monitoring
WO_04907,APU_025,2024-01-15 04:15:00,Corrective,Reservoir Pressure Fluctuation,PART_0292,TECH_0064,2.07,276.85,Completed
WO_04908,APU_010,2025-07-04 07:22:00,Inspection,Dryer Valve Fault,PART_0115,TECH_0069,1.44,392.86,Completed
WO_04909,APU_005,2024-03-02 10:14:00,Preventive,Pressure Leak,PART_0199,TECH_0174,3.15,748.48,Monitoring
WO_04910,APU_050,2024-06-05 13:52:00,Inspection,Pressure Leak,PART_0163,TECH_0090,1.73,212.68,Monitoring
WO_04911,APU_022,2025-07-05 07:37:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0487,2.04,315.41,Monitoring
WO_04912,APU_016,2024-11-16 02:13:00,Inspection,High Oil Temperature,PART_0272,TECH_0009,5.63,657.39,Completed
WO_04913,APU_033,2024-05-14 05:04:00,Preventive,Reservoir Pressure Fluctuation,PART_0040,TECH_0174,4.28,1133.02,Completed
WO_04914,APU_022,2024-11-25 19:01:00,Corrective,Dryer Valve Fault,PART_0205,TECH_0171,2.97,485.77,Monitoring
WO_04915,APU_019,2024-08-29 21:10:00,Inspection,Compressor Cycling,PART_0059,TECH_0138,1.35,932.06,Completed
WO_04916,APU_010,2024-01-09 18:08:00,Preventive,Abnormal Motor Current,PART_0111,TECH_0237,3.05,504.6,Completed
WO_04917,APU_038,2025-02-15 23:40:00,Corrective,Abnormal Motor Current,PART_0219,TECH_0098,4.88,701.83,Completed
WO_04918,APU_003,2025-06-14 18:19:00,Corrective,Dryer Valve Fault,PART_0241,TECH_0178,2.21,887.08,Completed
WO_04919,APU_025,2025-04-24 03:47:00,Corrective,Pressure Leak,PART_0289,TECH_0178,5.72,575.15,Completed
WO_04920,APU_025,2024-04-16 02:20:00,Preventive,High Oil Temperature,PART_0290,TECH_0372,5.53,874.77,Monitoring
WO_04921,APU_045,2024-12-26 17:07:00,Preventive,Oil Level Warning,PART_0060,TECH_0048,6.79,617.47,Completed
WO_04922,APU_025,2025-03-11 19:29:00,Corrective,Oil Level Warning,PART_0186,TECH_0363,3.22,1102.15,Completed
WO_04923,APU_040,2024-08-06 12:19:00,Corrective,Dryer Valve Fault,PART_0043,TECH_0129,3.75,273.49,Completed
WO_04924,APU_049,2024-01-23 14:40:00,Inspection,Dryer Valve Fault,PART_0295,TECH_0057,5.92,616.97,Monitoring
WO_04925,APU_019,2025-03-09 21:02:00,Corrective,High Oil Temperature,PART_0092,TECH_0195,3.48,600.93,Monitoring
WO_04926,APU_033,2025-04-18 10:15:00,Preventive,Pressure Leak,PART_0181,TECH_0474,2.06,850.84,Completed
WO_04927,APU_032,2024-04-07 19:36:00,Inspection,Reservoir Pressure Fluctuation,PART_0058,TECH_0186,2.12,691.11,Monitoring
WO_04928,APU_027,2024-06-03 16:12:00,Corrective,Low Pressure Switch Fault,PART_0134,TECH_0054,3.1,956.55,Completed
WO_04929,APU_015,2025-01-08 04:10:00,Preventive,Compressor Cycling,PART_0167,TECH_0228,1.34,261.84,Monitoring
WO_04930,APU_022,2025-07-15 16:28:00,Corrective,Low Pressure Switch Fault,PART_0224,TECH_0489,2.51,350.66,Completed
WO_04931,APU_036,2025-07-06 20:43:00,Preventive,High Oil Temperature,PART_0020,TECH_0051,4.97,1228.65,Monitoring
WO_04932,APU_030,2024-04-30 23:21:00,Corrective,Compressor Cycling,PART_0041,TECH_0205,0.81,805.84,Monitoring
WO_04933,APU_040,2025-05-18 17:15:00,Corrective,Oil Level Warning,PART_0258,TECH_0254,6.32,574.28,Completed
WO_04934,APU_007,2024-04-06 19:08:00,Corrective,Reservoir Pressure Fluctuation,PART_0040,TECH_0398,5.04,1141.88,Completed
WO_04935,APU_012,2025-05-27 02:11:00,Corrective,Compressor Cycling,PART_0131,TECH_0111,2.11,892.5,Completed
WO_04936,APU_035,2024-08-19 04:06:00,Corrective,High Oil Temperature,PART_0092,TECH_0019,3.67,561.15,Completed
WO_04937,APU_025,2024-09-07 13:03:00,Corrective,High Oil Temperature,PART_0074,TECH_0453,2.72,582.74,Completed
WO_04938,APU_037,2024-09-07 14:00:00,Corrective,Pressure Leak,PART_0127,TECH_0090,5.35,1034.47,Completed
WO_04939,APU_039,2025-04-24 17:33:00,Corrective,Low Pressure Switch Fault,PART_0098,TECH_0283,4.67,550.22,Completed
WO_04940,APU_013,2025-01-30 13:26:00,Corrective,Abnormal Motor Current,PART_0003,TECH_0061,1.26,133.57,Completed
