transaction_id,transaction_datetime,part_id,transaction_type,quantity,stock_before,stock_after,linked_work_order_id
TXN_004239,2025-02-25 09:16:00,PART_0045,ISSUE,6,6,0,WO_04477
TXN_004240,2024-01-23 01:27:00,PART_0034,ISSUE,7,16,9,WO_03372
TXN_004241,2024-01-11 18:10:00,PART_0051,ISSUE,4,47,43,WO_03231
TXN_004242,2024-01-11 12:41:00,PART_0243,RECEIPT,8,0,8,
TXN_004243,2024-06-14 13:03:00,PART_0246,ADJUSTMENT,7,13,6,
TXN_004244,2024-03-25 16:51:00,PART_0169,RECEIPT,7,21,28,
TXN_004245,2025-03-16 22:41:00,PART_0138,ISSUE,5,37,32,WO_06545
TXN_004246,2024-05-24 20:52:00,PART_0181,RECEIPT,3,13,16,
TXN_004247,2025-06-22 19:57:00,PART_0069,RECEIPT,4,20,24,
TXN_004248,2025-07-25 12:21:00,PART_0242,ADJUSTMENT,5,33,28,
TXN_004249,2024-03-16 07:58:00,PART_0182,ISSUE,1,33,32,WO_05562
TXN_004250,2024-06-24 23:33:00,PART_0080,RECEIPT,3,17,20,
TXN_004251,2024-11-29 14:12:00,PART_0167,ISSUE,1,38,37,WO_07510
TXN_004252,2025-02-08 12:53:00,PART_0152,RECEIPT,4,16,20,
TXN_004253,2025-09-08 18:32:00,PART_0124,ISSUE,8,9,1,WO_07625
TXN_004254,2024-11-05 20:21:00,PART_0007,ISSUE,1,0,0,WO_03034
TXN_004255,2025-04-24 10:07:00,PART_0015,ISSUE,5,20,15,WO_09189
TXN_004256,2024-07-03 01:06:00,PART_0229,ISSUE,8,9,1,WO_02774
TXN_004257,2025-09-07 11:54:00,PART_0222,RECEIPT,4,38,42,
TXN_004258,2024-05-24 11:59:00,PART_0044,RECEIPT,3,29,32,
TXN_004259,2025-06-03 02:50:00,PART_0294,ISSUE,1,0,0,WO_06668
TXN_004260,2024-01-21 12:40:00,PART_0278,ISSUE,3,18,15,WO_00786
TXN_004261,2024-02-13 00:27:00,PART_0084,ISSUE,2,2,0,WO_01955
TXN_004262,2025-06-04 14:34:00,PART_0156,ISSUE,2,13,11,WO_01606
TXN_004263,2025-03-29 11:24:00,PART_0228,RECEIPT,7,13,20,
TXN_004264,2024-11-28 02:52:00,PART_0148,ISSUE,2,84,82,WO_07949
TXN_004265,2025-03-31 07:13:00,PART_0042,ISSUE,1,62,61,WO_02765
TXN_004266,2025-09-11 20:23:00,PART_0035,ISSUE,3,65,62,WO_08412
TXN_004267,2025-04-21 18:02:00,PART_0059,ISSUE,1,0,0,WO_05173
TXN_004268,2024-04-17 11:37:00,PART_0165,ISSUE,1,0,0,WO_00310
TXN_004269,2024-04-26 01:22:00,PART_0226,RECEIPT,4,49,53,
TXN_004270,2025-07-01 09:01:00,PART_0002,ISSUE,3,30,27,WO_04728
TXN_004271,2025-07-15 13:00:00,PART_0204,ISSUE,7,28,21,WO_08878
TXN_004272,2024-08-11 05:00:00,PART_0257,ISSUE,4,53,49,WO_04955
TXN_004273,2024-07-31 23:05:00,PART_0177,RECEIPT,3,0,3,
TXN_004274,2025-01-09 15:29:00,PART_0089,ISSUE,3,5,2,WO_00972
TXN_004275,2024-03-20 20:12:00,PART_0075,RECEIPT,3,34,37,
TXN_004276,2024-11-13 09:13:00,PART_0154,ISSUE,7,17,10,WO_06581
TXN_004277,2024-04-24 03:03:00,PART_0253,RECEIPT,2,4,6,
TXN_004278,2024-03-12 15:25:00,PART_0209,ISSUE,1,0,0,WO_02289
TXN_004279,2025-02-16 04:48:00,PART_0294,RECEIPT,8,0,8,
TXN_004280,2024-10-26 11:17:00,PART_0127,ISSUE,5,6,1,WO_04822
TXN_004281,2025-04-13 14:13:00,PART_0102,ISSUE,4,31,27,WO_06060
TXN_004282,2024-05-06 05:49:00,PART_0165,ISSUE,1,0,0,WO_09959
TXN_004283,2025-06-11 01:17:00,PART_0265,ISSUE,3,10,7,WO_04734
TXN_004284,2024-09-21 16:05:00,PART_0008,RECEIPT,1,20,21,
TXN_004285,2025-06-28 14:29:00,PART_0261,RECEIPT,2,56,58,
TXN_004286,2024-01-30 21:20:00,PART_0234,ISSUE,1,0,0,WO_06193
TXN_004287,2024-09-28 10:43:00,PART_0225,ISSUE,3,32,29,WO_00411
TXN_004288,2024-03-28 03:07:00,PART_0138,RECEIPT,4,32,36,
TXN_004289,2024-04-04 15:24:00,PART_0158,ISSUE,7,9,2,WO_05834
TXN_004290,2024-08-05 02:21:00,PART_0081,ISSUE,1,0,0,WO_05292
TXN_004291,2025-07-29 23:53:00,PART_0148,ISSUE,5,82,77,WO_08530
TXN_004292,2025-01-10 19:25:00,PART_0090,ISSUE,3,36,33,WO_00069
TXN_004293,2025-07-02 19:34:00,PART_0041,ISSUE,6,20,14,WO_04089
TXN_004294,2025-01-19 07:39:00,PART_0094,RECEIPT,3,37,40,
TXN_004295,2024-04-08 15:02:00,PART_0033,ISSUE,1,0,0,WO_09400
TXN_004296,2024-10-29 03:11:00,PART_0198,ISSUE,2,20,18,WO_00884
TXN_004297,2025-07-14 23:55:00,PART_0052,ISSUE,4,21,17,WO_01506
TXN_004298,2024-09-23 08:16:00,PART_0076,RECEIPT,3,42,45,
TXN_004299,2024-08-14 17:59:00,PART_0299,ISSUE,1,0,0,WO_06634
TXN_004300,2024-01-23 14:42:00,PART_0030,ISSUE,2,54,52,WO_08578
TXN_004301,2025-09-16 09:37:00,PART_0018,ISSUE,3,15,12,WO_08122
TXN_004302,2025-02-12 12:55:00,PART_0135,ISSUE,4,29,25,WO_09137
TXN_004303,2024-05-20 22:02:00,PART_0267,ISSUE,2,48,46,WO_05540
TXN_004304,2025-04-05 12:48:00,PART_0152,ISSUE,6,20,14,WO_01983
TXN_004305,2024-03-23 21:46:00,PART_0200,RECEIPT,7,0,7,
TXN_004306,2024-04-17 06:13:00,PART_0264,ISSUE,8,9,1,WO_01561
TXN_004307,2024-06-09 00:57:00,PART_0056,ISSUE,1,34,33,WO_00546
TXN_004308,2025-04-07 11:19:00,PART_0170,ISSUE,3,34,31,WO_05949
TXN_004309,2024-04-14 19:52:00,PART_0169,RECEIPT,1,28,29,
TXN_004310,2025-08-02 10:31:00,PART_0033,ISSUE,1,0,0,WO_02450
TXN_004311,2025-07-25 09:25:00,PART_0271,ISSUE,8,26,18,WO_00017
TXN_004312,2024-08-25 00:29:00,PART_0053,ISSUE,1,13,12,WO_03919
TXN_004313,2024-09-13 14:44:00,PART_0184,ISSUE,5,45,40,WO_00671
TXN_004314,2025-03-30 00:53:00,PART_0144,RECEIPT,2,10,12,
TXN_004315,2024-02-05 11:57:00,PART_0148,ADJUSTMENT,1,77,78,
TXN_004316,2025-03-12 03:47:00,PART_0214,ISSUE,6,10,4,WO_07734
TXN_004317,2024-01-03 14:53:00,PART_0223,RECEIPT,4,1,5,
TXN_004318,2024-06-23 15:04:00,PART_0268,ISSUE,7,33,26,WO_09564
TXN_004319,2024-04-23 01:49:00,PART_0222,RECEIPT,5,42,47,
TXN_004320,2024-02-14 16:37:00,PART_0222,RECEIPT,5,47,52,
TXN_004321,2025-02-23 16:08:00,PART_0264,RECEIPT,6,1,7,
TXN_004322,2024-01-25 18:43:00,PART_0148,ISSUE,2,78,76,WO_08215
TXN_004323,2024-02-19 10:29:00,PART_0174,RECEIPT,2,3,5,
TXN_004324,2025-03-17 09:00:00,PART_0091,RECEIPT,5,24,29,
TXN_004325,2024-08-05 11:00:00,PART_0166,ADJUSTMENT,6,10,16,
TXN_004326,2024-12-01 06:44:00,PART_0008,ADJUSTMENT,1,21,22,
TXN_004327,2024-03-28 04:40:00,PART_0107,ISSUE,5,5,0,WO_08205
TXN_004328,2025-04-03 21:52:00,PART_0277,ISSUE,5,17,12,WO_07330
TXN_004329,2024-09-17 04:54:00,PART_0133,ISSUE,7,41,34,WO_06210
TXN_004330,2024-04-04 06:05:00,PART_0279,ISSUE,3,17,14,WO_08145
TXN_004331,2025-08-29 13:34:00,PART_0170,ISSUE,1,31,30,WO_00595
TXN_004332,2024-04-03 16:21:00,PART_0181,RECEIPT,6,16,22,
TXN_004333,2024-10-09 20:29:00,PART_0082,ISSUE,7,29,22,WO_03346
TXN_004334,2025-08-25 18:09:00,PART_0125,ISSUE,7,27,20,WO_03929
TXN_004335,2024-05-10 00:54:00,PART_0177,ISSUE,3,3,0,WO_02228
TXN_004336,2024-08-27 07:28:00,PART_0251,ISSUE,4,35,31,WO_09707
TXN_004337,2025-06-02 16:54:00,PART_0214,ISSUE,3,4,1,WO_01741
TXN_004338,2025-05-07 03:46:00,PART_0200,ISSUE,5,7,2,WO_00190
TXN_004339,2025-05-11 08:57:00,PART_0072,RECEIPT,5,21,26,
TXN_004340,2025-09-14 01:02:00,PART_0293,ISSUE,1,0,0,WO_07142
TXN_004341,2024-07-15 13:26:00,PART_0016,ISSUE,8,17,9,WO_01643
TXN_004342,2024-02-25 19:15:00,PART_0243,RECEIPT,5,8,13,
TXN_004343,2024-01-28 14:22:00,PART_0264,ISSUE,7,7,0,WO_05505
TXN_004344,2024-12-16 16:38:00,PART_0124,ISSUE,1,1,0,WO_05226
TXN_004345,2024-04-01 18:36:00,PART_0297,ISSUE,8,27,19,WO_04375
TXN_004346,2024-05-29 07:22:00,PART_0014,ISSUE,1,0,0,WO_05301
TXN_004347,2025-04-30 23:47:00,PART_0209,ISSUE,1,0,0,WO_07388
TXN_004348,2024-09-10 02:49:00,PART_0236,ISSUE,7,28,21,WO_07188
TXN_004349,2025-01-04 08:45:00,PART_0170,ISSUE,1,30,29,WO_09001
TXN_004350,2024-04-26 10:43:00,PART_0152,ISSUE,3,14,11,WO_09972
TXN_004351,2024-01-12 17:44:00,PART_0220,ISSUE,1,22,21,WO_01994
TXN_004352,2024-07-23 17:08:00,PART_0033,RECEIPT,7,0,7,
TXN_004353,2025-09-02 21:36:00,PART_0011,RECEIPT,3,23,26,
TXN_004354,2024-04-14 14:58:00,PART_0087,ISSUE,5,63,58,WO_04140
TXN_004355,2024-03-14 06:04:00,PART_0065,RECEIPT,8,8,16,
TXN_004356,2025-08-25 09:22:00,PART_0208,ISSUE,4,4,0,WO_04556
TXN_004357,2025-07-18 10:05:00,PART_0113,RECEIPT,3,56,59,
TXN_004358,2025-06-24 14:31:00,PART_0102,ADJUSTMENT,7,27,34,
TXN_004359,2024-06-11 22:00:00,PART_0251,ISSUE,5,31,26,WO_05630
TXN_004360,2025-05-30 04:02:00,PART_0162,ISSUE,1,36,35,WO_08384
TXN_004361,2024-01-27 07:32:00,PART_0002,ADJUSTMENT,1,27,26,
TXN_004362,2025-05-23 05:57:00,PART_0004,RECEIPT,2,2,4,
TXN_004363,2024-01-10 18:01:00,PART_0280,ISSUE,7,56,49,WO_02558
TXN_004364,2024-06-17 15:46:00,PART_0222,RECEIPT,7,52,59,
TXN_004365,2025-02-18 20:42:00,PART_0114,RECEIPT,6,28,34,
TXN_004366,2024-01-10 05:38:00,PART_0216,RECEIPT,6,31,37,
TXN_004367,2025-05-16 08:49:00,PART_0275,RECEIPT,2,28,30,
TXN_004368,2024-10-01 19:53:00,PART_0057,RECEIPT,2,6,8,
TXN_004369,2024-06-23 11:02:00,PART_0252,ISSUE,1,0,0,WO_01020
TXN_004370,2025-05-14 21:45:00,PART_0183,RECEIPT,1,31,32,
TXN_004371,2024-12-19 10:25:00,PART_0098,ISSUE,4,43,39,WO_02687
TXN_004372,2024-06-23 14:51:00,PART_0223,RECEIPT,8,5,13,
TXN_004373,2024-09-27 22:40:00,PART_0273,RECEIPT,3,7,10,
TXN_004374,2025-07-03 18:18:00,PART_0235,ISSUE,1,56,55,WO_08294
TXN_004375,2024-10-07 15:47:00,PART_0228,ISSUE,7,20,13,WO_03421
TXN_004376,2024-01-04 05:24:00,PART_0085,ISSUE,5,66,61,WO_05649
TXN_004377,2024-04-14 09:19:00,PART_0014,ADJUSTMENT,8,0,0,
TXN_004378,2025-03-06 13:57:00,PART_0172,ISSUE,8,29,21,WO_02528
TXN_004379,2024-04-23 11:55:00,PART_0219,ISSUE,3,44,41,WO_09145
TXN_004380,2025-07-25 19:17:00,PART_0017,ISSUE,5,6,1,WO_09950
TXN_004381,2024-03-28 10:19:00,PART_0198,RECEIPT,2,18,20,
TXN_004382,2024-07-05 07:48:00,PART_0131,RECEIPT,6,27,33,
TXN_004383,2024-09-16 10:34:00,PART_0225,ISSUE,7,29,22,WO_03256
TXN_004384,2024-07-08 15:28:00,PART_0123,RECEIPT,8,30,38,
TXN_004385,2025-07-30 18:37:00,PART_0098,ISSUE,5,39,34,WO_03714
TXN_004386,2025-01-25 11:09:00,PART_0100,ISSUE,6,22,16,WO_06507
TXN_004387,2024-10-07 09:47:00,PART_0053,ISSUE,5,12,7,WO_04016
TXN_004388,2025-01-10 21:21:00,PART_0106,ISSUE,5,19,14,WO_01688
TXN_004389,2024-06-27 04:42:00,PART_0207,ISSUE,3,33,30,WO_03016
TXN_004390,2024-05-21 05:59:00,PART_0278,ISSUE,7,15,8,WO_02085
TXN_004391,2025-08-17 05:16:00,PART_0050,RECEIPT,1,6,7,
TXN_004392,2024-03-11 18:48:00,PART_0159,ISSUE,1,0,0,WO_05063
TXN_004393,2024-09-07 05:44:00,PART_0036,ISSUE,3,22,19,WO_04240
TXN_004394,2024-05-08 01:29:00,PART_0035,RECEIPT,7,62,69,
TXN_004395,2024-04-23 02:16:00,PART_0122,RECEIPT,2,20,22,
TXN_004396,2024-12-07 20:52:00,PART_0232,ISSUE,2,9,7,WO_06221
TXN_004397,2025-04-02 08:29:00,PART_0273,RECEIPT,6,10,16,
TXN_004398,2024-03-27 11:52:00,PART_0288,RECEIPT,8,10,18,
TXN_004399,2025-08-18 19:57:00,PART_0072,ISSUE,3,26,23,WO_01533
TXN_004400,2024-11-22 11:44:00,PART_0105,RECEIPT,8,69,77,
TXN_004401,2024-10-19 05:54:00,PART_0146,ISSUE,2,12,10,WO_06919
TXN_004402,2025-04-30 02:30:00,PART_0169,RECEIPT,2,29,31,
TXN_004403,2024-10-21 13:32:00,PART_0166,RECEIPT,5,16,21,
TXN_004404,2024-08-28 23:47:00,PART_0257,ISSUE,5,49,44,WO_08870
TXN_004405,2024-09-22 20:17:00,PART_0021,ISSUE,5,45,40,WO_04076
TXN_004406,2024-04-20 23:08:00,PART_0262,RECEIPT,6,52,58,
TXN_004407,2024-01-26 16:04:00,PART_0089,RECEIPT,1,2,3,
TXN_004408,2025-02-14 16:21:00,PART_0042,RECEIPT,7,61,68,
TXN_004409,2025-09-03 03:11:00,PART_0179,ISSUE,3,3,0,WO_09150
TXN_004410,2024-10-07 02:08:00,PART_0243,RECEIPT,7,13,20,
TXN_004411,2025-01-07 10:00:00,PART_0137,ISSUE,5,5,0,WO_09598
TXN_004412,2025-04-09 20:07:00,PART_0177,ISSUE,1,0,0,WO_01997
TXN_004413,2024-05-16 17:48:00,PART_0252,RECEIPT,5,0,5,
TXN_004414,2024-08-28 23:50:00,PART_0276,RECEIPT,1,25,26,
TXN_004415,2024-01-18 15:54:00,PART_0079,RECEIPT,1,0,1,
TXN_004416,2025-04-14 08:30:00,PART_0254,RECEIPT,4,24,28,
TXN_004417,2024-08-29 10:35:00,PART_0209,ISSUE,1,0,0,WO_03758
TXN_004418,2024-03-12 03:13:00,PART_0116,RECEIPT,3,0,3,
TXN_004419,2024-01-28 19:59:00,PART_0201,RECEIPT,6,24,30,
TXN_004420,2024-10-31 15:56:00,PART_0203,ISSUE,1,22,21,WO_04189
TXN_004421,2025-04-16 17:30:00,PART_0180,ISSUE,2,28,26,WO_01359
TXN_004422,2024-03-22 11:54:00,PART_0288,ISSUE,3,18,15,WO_09099
TXN_004423,2024-10-26 08:59:00,PART_0008,ISSUE,1,22,21,WO_09643
TXN_004424,2024-07-04 10:37:00,PART_0200,RECEIPT,3,2,5,
TXN_004425,2024-03-03 13:46:00,PART_0123,RECEIPT,3,38,41,
TXN_004426,2025-06-21 14:36:00,PART_0258,ISSUE,7,13,6,WO_03432
TXN_004427,2024-01-17 16:11:00,PART_0036,ISSUE,8,19,11,WO_02783
TXN_004428,2024-12-04 01:57:00,PART_0211,ISSUE,3,46,43,WO_09838
TXN_004429,2024-01-21 10:22:00,PART_0001,ISSUE,5,20,15,WO_07319
TXN_004430,2024-11-18 02:16:00,PART_0220,RECEIPT,8,21,29,
TXN_004431,2024-06-22 18:40:00,PART_0086,ISSUE,8,24,16,WO_03584
TXN_004432,2024-07-25 23:26:00,PART_0018,ISSUE,4,12,8,WO_03916
TXN_004433,2025-05-31 09:43:00,PART_0135,ISSUE,3,25,22,WO_04364
TXN_004434,2024-07-30 18:05:00,PART_0067,ISSUE,3,45,42,WO_05767
TXN_004435,2025-07-12 14:03:00,PART_0259,RECEIPT,7,0,7,
TXN_004436,2024-08-31 11:30:00,PART_0148,ISSUE,3,76,73,WO_06977
TXN_004437,2025-03-22 16:41:00,PART_0099,RECEIPT,4,17,21,
TXN_004438,2025-02-28 00:04:00,PART_0215,RECEIPT,6,0,6,
TXN_004439,2024-08-29 05:15:00,PART_0095,ISSUE,8,41,33,WO_00316
TXN_004440,2024-04-18 21:29:00,PART_0128,ISSUE,1,0,0,WO_06426
TXN_004441,2024-02-19 09:15:00,PART_0108,ADJUSTMENT,3,15,12,
TXN_004442,2024-10-18 07:36:00,PART_0263,ISSUE,6,69,63,WO_04279
TXN_004443,2024-12-31 08:38:00,PART_0174,ISSUE,3,5,2,WO_01428
TXN_004444,2024-07-02 19:52:00,PART_0073,RECEIPT,5,48,53,
TXN_004445,2025-05-11 04:00:00,PART_0107,ISSUE,1,0,0,WO_07897
TXN_004446,2024-12-30 23:20:00,PART_0021,RECEIPT,7,40,47,
TXN_004447,2024-04-20 04:53:00,PART_0178,ISSUE,2,39,37,WO_03922
TXN_004448,2024-07-01 16:29:00,PART_0213,ISSUE,6,6,0,WO_02057
TXN_004449,2024-04-08 01:19:00,PART_0164,ISSUE,1,23,22,WO_08006
TXN_004450,2025-01-06 11:08:00,PART_0190,ISSUE,6,30,24,WO_00711
TXN_004451,2024-05-29 13:39:00,PART_0123,ISSUE,3,41,38,WO_04584
TXN_004452,2025-05-13 20:50:00,PART_0163,ISSUE,7,33,26,WO_04543
TXN_004453,2024-05-25 09:19:00,PART_0079,ISSUE,1,1,0,WO_00575
TXN_004454,2025-07-03 17:31:00,PART_0044,ISSUE,5,32,27,WO_00185
TXN_004455,2024-09-03 14:36:00,PART_0268,RECEIPT,1,26,27,
TXN_004456,2024-09-10 07:57:00,PART_0280,RECEIPT,2,49,51,
TXN_004457,2025-06-24 03:51:00,PART_0202,RECEIPT,1,72,73,
TXN_004458,2025-02-02 01:09:00,PART_0164,RECEIPT,3,22,25,
TXN_004459,2024-04-20 10:01:00,PART_0005,RECEIPT,4,21,25,
TXN_004460,2025-07-21 23:33:00,PART_0222,ISSUE,3,59,56,WO_01690
TXN_004461,2024-11-03 23:34:00,PART_0208,ISSUE,1,0,0,WO_05685
TXN_004462,2024-06-29 07:31:00,PART_0138,ISSUE,5,36,31,WO_01271
TXN_004463,2024-12-10 15:02:00,PART_0170,ISSUE,1,29,28,WO_04849
TXN_004464,2024-09-11 11:20:00,PART_0253,RECEIPT,1,6,7,
TXN_004465,2024-08-07 18:26:00,PART_0240,ISSUE,3,7,4,WO_01536
TXN_004466,2025-03-20 03:12:00,PART_0201,RECEIPT,1,30,31,
TXN_004467,2025-06-14 23:10:00,PART_0051,ISSUE,6,43,37,WO_05356
TXN_004468,2024-08-20 02:57:00,PART_0166,ISSUE,1,21,20,WO_01453
TXN_004469,2025-03-01 21:41:00,PART_0097,ISSUE,1,24,23,WO_06376
TXN_004470,2025-06-19 12:14:00,PART_0082,ISSUE,4,22,18,WO_02828
TXN_004471,2025-04-09 08:34:00,PART_0102,RECEIPT,6,34,40,
TXN_004472,2025-09-06 19:18:00,PART_0183,RECEIPT,1,32,33,
TXN_004473,2025-07-14 21:00:00,PART_0055,ISSUE,8,51,43,WO_03072
TXN_004474,2025-04-26 05:15:00,PART_0139,ISSUE,3,9,6,WO_07310
TXN_004475,2024-02-17 06:57:00,PART_0064,ISSUE,4,21,17,WO_06645
TXN_004476,2024-08-15 16:45:00,PART_0005,ADJUSTMENT,2,25,23,
TXN_004477,2025-01-05 00:35:00,PART_0195,RECEIPT,6,17,23,
TXN_004478,2024-11-26 13:47:00,PART_0057,ISSUE,2,8,6,WO_04834
TXN_004479,2024-05-12 18:23:00,PART_0142,ISSUE,7,23,16,WO_02166
TXN_004480,2025-01-24 21:19:00,PART_0056,ISSUE,6,33,27,WO_07094
TXN_004481,2024-06-25 10:32:00,PART_0127,RECEIPT,1,1,2,
TXN_004482,2024-02-10 08:54:00,PART_0271,ISSUE,5,18,13,WO_09542
TXN_004483,2024-11-18 06:01:00,PART_0102,ISSUE,1,40,39,WO_04774
TXN_004484,2025-06-29 04:40:00,PART_0150,RECEIPT,4,7,11,
TXN_004485,2024-09-10 20:34:00,PART_0170,RECEIPT,6,28,34,
TXN_004486,2024-06-29 08:25:00,PART_0201,ISSUE,2,31,29,WO_04511
TXN_004487,2025-08-31 06:44:00,PART_0024,RECEIPT,2,54,56,
TXN_004488,2024-10-08 21:04:00,PART_0008,ADJUSTMENT,4,21,25,
TXN_004489,2025-07-27 13:25:00,PART_0160,RECEIPT,5,24,29,
TXN_004490,2025-06-30 01:12:00,PART_0154,ISSUE,5,10,5,WO_01218
TXN_004491,2025-08-25 15:54:00,PART_0051,ADJUSTMENT,4,37,33,
TXN_004492,2024-02-29 14:47:00,PART_0198,RECEIPT,8,20,28,
TXN_004493,2024-10-19 14:52:00,PART_0093,ISSUE,4,16,12,WO_05046
TXN_004494,2025-05-29 07:35:00,PART_0184,ISSUE,7,40,33,WO_06818
TXN_004495,2025-03-27 16:35:00,PART_0222,ISSUE,4,56,52,WO_04454
TXN_004496,2024-06-30 13:51:00,PART_0025,RECEIPT,6,30,36,
TXN_004497,2024-10-07 07:48:00,PART_0066,ISSUE,4,47,43,WO_05402
TXN_004498,2024-03-22 07:54:00,PART_0172,ISSUE,8,21,13,WO_01753
TXN_004499,2024-04-18 18:17:00,PART_0065,RECEIPT,3,16,19,
TXN_004500,2025-03-04 16:22:00,PART_0073,ISSUE,1,53,52,WO_02799
TXN_004501,2024-06-06 11:04:00,PART_0197,RECEIPT,7,20,27,
TXN_004502,2024-04-13 10:13:00,PART_0122,ISSUE,8,22,14,WO_03237
TXN_004503,2025-08-02 10:24:00,PART_0266,RECEIPT,5,51,56,
TXN_004504,2024-04-19 13:41:00,PART_0189,RECEIPT,1,8,9,
TXN_004505,2024-02-06 00:28:00,PART_0228,ISSUE,5,13,8,WO_00594
TXN_004506,2024-08-01 03:26:00,PART_0088,RECEIPT,2,0,2,
TXN_004507,2024-02-20 13:23:00,PART_0208,RECEIPT,1,0,1,
TXN_004508,2024-10-03 21:01:00,PART_0280,ISSUE,5,51,46,WO_09703
TXN_004509,2024-06-30 17:33:00,PART_0226,ISSUE,4,53,49,WO_02254
TXN_004510,2024-12-21 20:00:00,PART_0236,ISSUE,1,21,20,WO_07259
TXN_004511,2025-02-24 11:00:00,PART_0100,RECEIPT,8,16,24,
TXN_004512,2025-05-16 04:07:00,PART_0230,ISSUE,1,0,0,WO_05368
TXN_004513,2024-12-24 09:13:00,PART_0006,RECEIPT,4,47,51,
TXN_004514,2024-09-14 20:10:00,PART_0265,ISSUE,1,7,6,WO_05377
TXN_004515,2024-02-24 05:19:00,PART_0058,ISSUE,4,21,17,WO_07293
TXN_004516,2025-08-17 22:38:00,PART_0213,RECEIPT,3,0,3,
TXN_004517,2024-06-02 09:54:00,PART_0001,RECEIPT,1,15,16,
TXN_004518,2025-02-26 00:26:00,PART_0084,ISSUE,1,0,0,WO_04732
TXN_004519,2025-03-09 20:47:00,PART_0042,ADJUSTMENT,3,68,71,
TXN_004520,2024-03-24 00:24:00,PART_0240,ISSUE,4,4,0,WO_07137
TXN_004521,2024-03-28 15:12:00,PART_0075,ISSUE,1,37,36,WO_04173
TXN_004522,2025-01-30 05:32:00,PART_0063,RECEIPT,4,6,10,
TXN_004523,2024-11-18 14:42:00,PART_0169,RECEIPT,5,31,36,
TXN_004524,2024-11-06 20:03:00,PART_0239,RECEIPT,1,47,48,
TXN_004525,2024-06-10 16:52:00,PART_0240,ISSUE,1,0,0,WO_05367
TXN_004526,2024-04-02 18:07:00,PART_0251,ISSUE,4,26,22,WO_03845
TXN_004527,2025-03-21 04:14:00,PART_0061,ADJUSTMENT,4,0,4,
TXN_004528,2024-01-26 05:21:00,PART_0156,RECEIPT,5,11,16,
TXN_004529,2024-03-25 01:32:00,PART_0284,RECEIPT,6,0,6,
TXN_004530,2025-08-18 00:43:00,PART_0279,ISSUE,6,14,8,WO_03743
TXN_004531,2024-11-08 03:25:00,PART_0197,RECEIPT,3,27,30,
TXN_004532,2024-05-12 08:14:00,PART_0013,ISSUE,8,52,44,WO_02433
TXN_004533,2025-07-24 21:42:00,PART_0203,RECEIPT,4,21,25,
TXN_004534,2025-09-10 17:17:00,PART_0078,RECEIPT,3,19,22,
TXN_004535,2024-10-31 17:10:00,PART_0141,RECEIPT,3,4,7,
TXN_004536,2024-12-31 20:44:00,PART_0015,ISSUE,7,15,8,WO_00642
TXN_004537,2024-04-03 12:25:00,PART_0150,RECEIPT,3,11,14,
TXN_004538,2024-06-20 10:11:00,PART_0158,RECEIPT,1,2,3,
TXN_004539,2025-02-25 07:51:00,PART_0174,RECEIPT,3,2,5,
TXN_004540,2024-05-16 01:23:00,PART_0164,ISSUE,4,25,21,WO_02254
TXN_004541,2025-04-14 01:57:00,PART_0156,ISSUE,7,16,9,WO_06775
TXN_004542,2024-05-30 18:26:00,PART_0112,RECEIPT,2,48,50,
TXN_004543,2024-09-30 13:02:00,PART_0205,RECEIPT,8,30,38,
TXN_004544,2024-10-20 03:13:00,PART_0266,ISSUE,4,56,52,WO_01593
TXN_004545,2024-05-25 22:14:00,PART_0091,ISSUE,4,29,25,WO_09131
TXN_004546,2025-06-18 01:18:00,PART_0022,ISSUE,7,46,39,WO_04062
TXN_004547,2025-05-26 15:01:00,PART_0261,RECEIPT,8,58,66,
TXN_004548,2025-07-03 20:26:00,PART_0268,ISSUE,4,27,23,WO_08546
TXN_004549,2025-03-27 04:09:00,PART_0248,RECEIPT,6,33,39,
TXN_004550,2025-08-08 02:44:00,PART_0079,RECEIPT,3,0,3,
TXN_004551,2025-01-03 23:41:00,PART_0262,RECEIPT,7,58,65,
TXN_004552,2025-02-06 13:04:00,PART_0155,RECEIPT,7,22,29,
TXN_004553,2024-01-25 20:41:00,PART_0258,ADJUSTMENT,4,6,2,
TXN_004554,2025-03-05 21:24:00,PART_0103,ISSUE,5,9,4,WO_06422
TXN_004555,2025-05-25 12:23:00,PART_0174,ISSUE,1,5,4,WO_07211
TXN_004556,2025-04-23 12:47:00,PART_0243,RECEIPT,5,20,25,
TXN_004557,2024-10-07 10:18:00,PART_0126,ISSUE,7,30,23,WO_01346
TXN_004558,2025-08-30 11:27:00,PART_0287,ISSUE,1,39,38,WO_02917
TXN_004559,2024-09-23 16:26:00,PART_0081,ISSUE,1,0,0,WO_00531
TXN_004560,2025-02-06 11:23:00,PART_0003,RECEIPT,6,0,6,
TXN_004561,2025-03-15 22:36:00,PART_0259,RECEIPT,5,7,12,
TXN_004562,2024-10-22 01:20:00,PART_0040,ISSUE,3,5,2,WO_07745
TXN_004563,2024-07-13 15:23:00,PART_0100,RECEIPT,3,24,27,
TXN_004564,2024-11-20 23:43:00,PART_0085,ISSUE,2,61,59,WO_07164
TXN_004565,2025-05-22 02:48:00,PART_0127,ISSUE,2,2,0,WO_00131
TXN_004566,2025-04-06 05:42:00,PART_0143,ISSUE,2,48,46,WO_09207
