cost_id,work_order_id,machine_id,repair_cost_usd,downtime_cost_per_hour_usd,downtime_cost_usd,total_impact_usd
COST_06055,WO_06055,APU_036,363.12,752.19,2467.18,2830.3
COST_06056,WO_06056,APU_049,798.41,1429.78,8864.64,9663.05
COST_06057,WO_06057,APU_044,373.55,1656.83,4688.83,5062.38
COST_06058,WO_06058,APU_011,507.38,419.84,2006.84,2514.22
COST_06059,WO_06059,APU_029,1142.53,1354.83,15743.12,16885.65
COST_06060,WO_06060,APU_049,404.03,1010.42,3819.39,4223.42
COST_06061,WO_06061,APU_043,665.27,818.45,2283.48,2948.75
COST_06062,WO_06062,APU_020,373.09,1711.89,6916.04,7289.13
COST_06063,WO_06063,APU_040,206.26,671.68,1491.13,1697.39
COST_06064,WO_06064,APU_027,882.56,337.82,3415.36,4297.92
COST_06065,WO_06065,APU_008,443.6,1205.35,3616.05,4059.65
COST_06066,WO_06066,APU_039,508.28,1080.44,2528.23,3036.51
COST_06067,WO_06067,APU_007,723.26,360.58,620.2,1343.46
COST_06068,WO_06068,APU_005,910.39,317.7,1578.97,2489.36
COST_06069,WO_06069,APU_039,436.38,507.11,2221.14,2657.52
COST_06070,WO_06070,APU_012,408.38,1142.32,2364.6,2772.98
COST_06071,WO_06071,APU_025,243.27,1706.8,6366.36,6609.63
COST_06072,WO_06072,APU_028,400.51,1472.14,1751.85,2152.36
COST_06073,WO_06073,APU_041,784.85,568.59,1711.46,2496.31
COST_06074,WO_06074,APU_031,576.31,1226.52,4280.55,4856.86
COST_06075,WO_06075,APU_018,686.61,1324.66,9206.39,9893.0
COST_06076,WO_06076,APU_025,572.44,916.23,1630.89,2203.33
COST_06077,WO_06077,APU_035,679.58,363.53,490.77,1170.35
COST_06078,WO_06078,APU_030,327.97,1217.09,2020.37,2348.34
COST_06079,WO_06079,APU_002,227.52,964.29,1253.58,1481.1
COST_06080,WO_06080,APU_043,396.89,1205.14,6833.14,7230.03
COST_06081,WO_06081,APU_033,523.05,1015.28,6467.33,6990.38
COST_06082,WO_06082,APU_041,402.11,802.21,2599.16,3001.27
COST_06083,WO_06083,APU_011,828.41,915.18,4868.76,5697.17
COST_06084,WO_06084,APU_017,366.53,1546.55,4531.39,4897.92
COST_06085,WO_06085,APU_038,671.32,873.79,2254.38,2925.7
COST_06086,WO_06086,APU_027,800.47,1121.38,2534.32,3334.79
COST_06087,WO_06087,APU_037,781.87,335.26,767.75,1549.62
COST_06088,WO_06088,APU_019,820.19,334.76,388.32,1208.51
COST_06089,WO_06089,APU_011,535.69,520.57,1634.59,2170.28
COST_06090,WO_06090,APU_025,361.35,1203.83,3202.19,3563.54
COST_06091,WO_06091,APU_024,1021.23,345.59,1416.92,2438.15
COST_06092,WO_06092,APU_019,414.79,1111.91,3180.06,3594.85
COST_06093,WO_06093,APU_013,486.71,1014.14,2525.21,3011.92
COST_06094,WO_06094,APU_037,729.5,892.47,1499.35,2228.85
COST_06095,WO_06095,APU_032,403.33,1480.66,4190.27,4593.6
COST_06096,WO_06096,APU_021,624.25,526.0,2146.08,2770.33
COST_06097,WO_06097,APU_013,358.79,986.9,1431.0,1789.79
COST_06098,WO_06098,APU_014,185.1,1097.35,3127.45,3312.55
COST_06099,WO_06099,APU_042,329.62,1371.37,4237.53,4567.15
COST_06100,WO_06100,APU_005,121.61,586.03,1072.43,1194.04
COST_06101,WO_06101,APU_049,355.07,528.57,1041.28,1396.35
COST_06102,WO_06102,APU_034,159.94,1397.65,4318.74,4478.68
COST_06103,WO_06103,APU_040,231.09,1647.25,2404.99,2636.08
COST_06104,WO_06104,APU_005,329.26,421.72,1391.68,1720.94
COST_06105,WO_06105,APU_002,861.02,1084.97,1801.05,2662.07
COST_06106,WO_06106,APU_031,549.56,824.47,4023.41,4572.97
COST_06107,WO_06107,APU_035,1462.17,805.64,7919.44,9381.61
COST_06108,WO_06108,APU_007,209.56,781.61,1320.92,1530.48
COST_06109,WO_06109,APU_007,223.79,912.7,3331.36,3555.15
COST_06110,WO_06110,APU_007,681.6,1410.01,2566.22,3247.82
COST_06111,WO_06111,APU_048,268.3,1781.99,8589.19,8857.49
COST_06112,WO_06112,APU_022,922.72,538.35,732.16,1654.88
COST_06113,WO_06113,APU_035,1009.49,766.71,2714.15,3723.64
COST_06114,WO_06114,APU_041,449.12,1249.51,2099.18,2548.3
COST_06115,WO_06115,APU_012,903.03,1546.85,3758.85,4661.88
COST_06116,WO_06116,APU_014,184.8,1612.31,2482.96,2667.76
COST_06117,WO_06117,APU_006,1080.21,1794.44,7662.26,8742.47
COST_06118,WO_06118,APU_019,941.72,744.29,1280.18,2221.9
COST_06119,WO_06119,APU_041,830.54,987.85,3635.29,4465.83
COST_06120,WO_06120,APU_028,879.0,907.41,2041.67,2920.67
COST_06121,WO_06121,APU_039,409.08,1547.18,3945.31,4354.39
COST_06122,WO_06122,APU_037,515.96,1579.7,4660.12,5176.08
COST_06123,WO_06123,APU_036,142.86,1628.8,2915.55,3058.41
COST_06124,WO_06124,APU_003,242.38,1614.76,4925.02,5167.4
COST_06125,WO_06125,APU_014,557.81,1022.47,6451.79,7009.6
COST_06126,WO_06126,APU_009,271.4,1731.66,3065.04,3336.44
COST_06127,WO_06127,APU_014,996.4,888.41,4601.96,5598.36
COST_06128,WO_06128,APU_049,822.77,1661.29,10300.0,11122.77
COST_06129,WO_06129,APU_044,412.33,1444.08,2512.7,2925.03
COST_06130,WO_06130,APU_005,621.91,355.66,433.91,1055.82
COST_06131,WO_06131,APU_022,887.3,1098.77,3527.05,4414.35
COST_06132,WO_06132,APU_040,430.03,1034.03,2078.4,2508.43
COST_06133,WO_06133,APU_013,913.01,1774.33,13484.91,14397.92
COST_06134,WO_06134,APU_023,210.79,640.99,1775.54,1986.33
COST_06135,WO_06135,APU_036,750.47,1493.19,2613.08,3363.55
COST_06136,WO_06136,APU_008,416.54,343.06,497.44,913.98
COST_06137,WO_06137,APU_001,1239.56,784.89,3885.21,5124.77
COST_06138,WO_06138,APU_039,627.48,1481.42,2948.03,3575.51
COST_06139,WO_06139,APU_027,340.95,1648.61,4583.14,4924.09
COST_06140,WO_06140,APU_019,444.2,1559.01,7171.45,7615.65
COST_06141,WO_06141,APU_035,331.49,1239.91,2579.01,2910.5
COST_06142,WO_06142,APU_037,956.0,1695.06,4491.91,5447.91
COST_06143,WO_06143,APU_028,542.32,449.57,1209.34,1751.66
COST_06144,WO_06144,APU_010,642.8,432.57,1712.98,2355.78
COST_06145,WO_06145,APU_039,312.7,974.69,3664.83,3977.53
COST_06146,WO_06146,APU_039,786.13,1081.23,2605.76,3391.89
COST_06147,WO_06147,APU_005,306.94,1088.83,3070.5,3377.44
COST_06148,WO_06148,APU_014,377.89,521.0,1156.62,1534.51
COST_06149,WO_06149,APU_030,958.73,1580.55,1912.47,2871.2
COST_06150,WO_06150,APU_030,998.18,1329.26,4160.58,5158.76
COST_06151,WO_06151,APU_015,1111.23,1145.83,8822.89,9934.12
COST_06152,WO_06152,APU_018,334.57,481.87,804.72,1139.29
COST_06153,WO_06153,APU_023,611.79,402.8,716.98,1328.77
COST_06154,WO_06154,APU_010,121.18,1060.17,1781.09,1902.27
COST_06155,WO_06155,APU_038,333.22,753.17,3050.34,3383.56
COST_06156,WO_06156,APU_016,491.67,636.3,2214.32,2705.99
COST_06157,WO_06157,APU_032,397.74,1384.13,3446.48,3844.22
COST_06158,WO_06158,APU_006,415.87,1798.15,2948.97,3364.84
COST_06159,WO_06159,APU_009,778.39,1492.69,4269.09,5047.48
COST_06160,WO_06160,APU_049,628.39,1355.24,1558.53,2186.92
COST_06161,WO_06161,APU_021,891.05,470.47,1383.18,2274.23
COST_06162,WO_06162,APU_044,443.56,1658.63,7281.39,7724.95
COST_06163,WO_06163,APU_045,899.66,409.94,561.62,1461.28
COST_06164,WO_06164,APU_033,252.19,310.26,363.0,615.19
COST_06165,WO_06165,APU_010,923.26,1125.71,7294.6,8217.86
COST_06166,WO_06166,APU_002,363.21,1007.57,1954.69,2317.9
COST_06167,WO_06167,APU_027,703.24,1447.37,7352.64,8055.88
COST_06168,WO_06168,APU_017,793.26,705.75,1764.38,2557.64
COST_06169,WO_06169,APU_031,825.0,1228.23,3058.29,3883.29
COST_06170,WO_06170,APU_039,864.77,568.0,1965.28,2830.05
COST_06171,WO_06171,APU_015,1003.04,982.4,1640.61,2643.65
COST_06172,WO_06172,APU_029,556.12,1070.58,3126.09,3682.21
COST_06173,WO_06173,APU_019,218.59,1586.68,3490.7,3709.29
COST_06174,WO_06174,APU_023,931.8,353.66,463.29,1395.09
COST_06175,WO_06175,APU_045,1102.26,593.1,1939.44,3041.7
COST_06176,WO_06176,APU_033,652.67,1431.71,3364.52,4017.19
COST_06177,WO_06177,APU_025,433.46,697.03,1735.6,2169.06
COST_06178,WO_06178,APU_034,610.16,1120.13,1568.18,2178.34
COST_06179,WO_06179,APU_013,1065.44,794.04,5177.14,6242.58
COST_06180,WO_06180,APU_012,665.53,968.61,4261.88,4927.41
COST_06181,WO_06181,APU_034,845.54,1066.59,4927.65,5773.19
COST_06182,WO_06182,APU_038,235.16,935.74,2152.2,2387.36
COST_06183,WO_06183,APU_016,107.33,1468.94,1542.39,1649.72
COST_06184,WO_06184,APU_007,903.26,1121.43,8926.58,9829.84
COST_06185,WO_06185,APU_016,1042.97,596.87,1569.77,2612.74
COST_06186,WO_06186,APU_035,469.96,322.74,580.93,1050.89
COST_06187,WO_06187,APU_009,655.82,653.56,2235.18,2891.0
COST_06188,WO_06188,APU_022,447.24,1506.53,7788.76,8236.0
COST_06189,WO_06189,APU_034,880.44,1328.7,3560.92,4441.36
COST_06190,WO_06190,APU_010,585.59,419.13,2301.02,2886.61
COST_06191,WO_06191,APU_016,1233.44,473.36,2333.66,3567.1
COST_06192,WO_06192,APU_045,529.86,666.04,999.06,1528.92
COST_06193,WO_06193,APU_030,460.49,725.61,1364.15,1824.64
COST_06194,WO_06194,APU_029,409.42,1009.31,4642.83,5052.25
COST_06195,WO_06195,APU_027,595.8,1215.53,741.47,1337.27
COST_06196,WO_06196,APU_004,515.67,897.45,2243.62,2759.29
COST_06197,WO_06197,APU_009,221.94,479.39,594.44,816.38
COST_06198,WO_06198,APU_046,241.2,1544.87,3228.78,3469.98
COST_06199,WO_06199,APU_027,656.96,1072.55,2477.59,3134.55
COST_06200,WO_06200,APU_034,936.64,1175.33,2620.99,3557.63
COST_06201,WO_06201,APU_027,743.67,965.08,1939.81,2683.48
COST_06202,WO_06202,APU_013,963.2,334.25,498.03,1461.23
COST_06203,WO_06203,APU_034,1580.45,577.85,5541.58,7122.03
COST_06204,WO_06204,APU_004,330.28,1288.97,9783.28,10113.56
COST_06205,WO_06205,APU_022,838.66,618.03,883.78,1722.44
COST_06206,WO_06206,APU_004,1294.65,413.64,2684.52,3979.17
COST_06207,WO_06207,APU_026,626.24,1420.34,3096.34,3722.58
COST_06208,WO_06208,APU_030,531.78,714.67,2086.84,2618.62
COST_06209,WO_06209,APU_035,739.31,348.19,915.74,1655.05
COST_06210,WO_06210,APU_023,172.43,1112.23,2102.11,2274.54
COST_06211,WO_06211,APU_034,733.19,891.15,4161.67,4894.86
COST_06212,WO_06212,APU_020,390.69,1603.7,4666.77,5057.46
COST_06213,WO_06213,APU_025,184.06,581.73,1215.82,1399.88
COST_06214,WO_06214,APU_015,692.43,1647.45,2191.11,2883.54
COST_06215,WO_06215,APU_016,554.74,1125.18,1867.8,2422.54
COST_06216,WO_06216,APU_043,657.17,1507.11,1657.82,2314.99
COST_06217,WO_06217,APU_005,776.24,1211.8,3320.33,4096.57
COST_06218,WO_06218,APU_027,695.65,1027.84,1449.25,2144.9
COST_06219,WO_06219,APU_050,867.91,323.77,760.86,1628.77
COST_06220,WO_06220,APU_015,816.21,1189.91,6877.68,7693.89
COST_06221,WO_06221,APU_010,547.05,1230.54,6472.64,7019.69
COST_06222,WO_06222,APU_013,349.76,734.91,1962.21,2311.97
COST_06223,WO_06223,APU_001,474.13,694.84,1799.64,2273.77
COST_06224,WO_06224,APU_005,920.67,831.41,6351.97,7272.64
COST_06225,WO_06225,APU_034,450.21,438.3,1586.65,2036.86
COST_06226,WO_06226,APU_023,854.07,1032.07,2342.8,3196.87
COST_06227,WO_06227,APU_045,994.34,957.53,1187.34,2181.68
COST_06228,WO_06228,APU_045,782.71,670.83,2267.41,3050.12
COST_06229,WO_06229,APU_022,701.83,852.12,3655.59,4357.42
COST_06230,WO_06230,APU_007,188.76,1150.23,2208.44,2397.2
COST_06231,WO_06231,APU_037,539.89,1309.97,4178.8,4718.69
COST_06232,WO_06232,APU_047,538.21,1234.67,2753.31,3291.52
COST_06233,WO_06233,APU_013,318.37,1003.58,2468.81,2787.18
COST_06234,WO_06234,APU_033,727.24,844.64,582.8,1310.04
COST_06235,WO_06235,APU_010,354.9,381.53,919.49,1274.39
COST_06236,WO_06236,APU_005,967.97,506.25,2343.94,3311.91
COST_06237,WO_06237,APU_037,461.48,695.2,1334.78,1796.26
COST_06238,WO_06238,APU_036,1021.45,878.93,2461.0,3482.45
COST_06239,WO_06239,APU_022,721.35,1661.23,2973.6,3694.95
COST_06240,WO_06240,APU_044,910.83,1568.84,5192.86,6103.69
COST_06241,WO_06241,APU_018,286.88,871.64,2100.65,2387.53
COST_06242,WO_06242,APU_050,650.95,1408.45,2281.69,2932.64
COST_06243,WO_06243,APU_027,370.06,1316.34,7450.48,7820.54
COST_06244,WO_06244,APU_005,1093.69,334.24,1514.11,2607.8
COST_06245,WO_06245,APU_045,694.75,846.61,1650.89,2345.64
COST_06246,WO_06246,APU_043,880.2,847.3,3024.86,3905.06
COST_06247,WO_06247,APU_049,936.0,1467.35,5355.83,6291.83
COST_06248,WO_06248,APU_022,1009.47,1180.85,4569.89,5579.36
COST_06249,WO_06249,APU_029,311.92,1024.78,1096.51,1408.43
COST_06250,WO_06250,APU_034,877.94,819.19,3874.77,4752.71
COST_06251,WO_06251,APU_011,939.7,838.08,1667.78,2607.48
COST_06252,WO_06252,APU_036,440.63,911.15,2031.86,2472.49
COST_06253,WO_06253,APU_019,936.15,533.33,6186.63,7122.78
COST_06254,WO_06254,APU_029,487.11,1743.21,5595.7,6082.81
COST_06255,WO_06255,APU_004,596.26,1061.34,2334.95,2931.21
COST_06256,WO_06256,APU_042,745.57,1257.84,1018.85,1764.42
COST_06257,WO_06257,APU_039,448.92,508.96,2972.33,3421.25
COST_06258,WO_06258,APU_004,989.16,1447.85,1882.2,2871.36
COST_06259,WO_06259,APU_026,957.96,467.61,734.15,1692.11
COST_06260,WO_06260,APU_006,1013.8,1418.28,3219.5,4233.3
COST_06261,WO_06261,APU_031,1081.49,590.96,3498.48,4579.97
COST_06262,WO_06262,APU_034,958.02,1148.79,4778.97,5736.99
COST_06263,WO_06263,APU_002,472.84,878.74,2188.06,2660.9
COST_06264,WO_06264,APU_044,467.92,1283.65,4133.35,4601.27
COST_06265,WO_06265,APU_028,393.09,1484.38,2894.54,3287.63
COST_06266,WO_06266,APU_037,617.02,403.29,1185.67,1802.69
COST_06267,WO_06267,APU_046,284.37,329.88,933.56,1217.93
COST_06268,WO_06268,APU_047,932.1,1310.34,6066.87,6998.97
COST_06269,WO_06269,APU_024,1045.83,1259.1,5829.63,6875.46
COST_06270,WO_06270,APU_035,446.93,1341.98,4790.87,5237.8
COST_06271,WO_06271,APU_010,482.46,1172.97,2615.72,3098.18
COST_06272,WO_06272,APU_028,400.99,485.01,1983.69,2384.68
COST_06273,WO_06273,APU_020,228.11,1609.5,4152.51,4380.62
COST_06274,WO_06274,APU_025,640.0,1785.54,2678.31,3318.31
COST_06275,WO_06275,APU_014,973.87,516.81,1126.65,2100.52
COST_06276,WO_06276,APU_017,972.78,893.2,2545.62,3518.4
COST_06277,WO_06277,APU_020,973.18,920.39,4123.35,5096.53
COST_06278,WO_06278,APU_013,417.57,1608.06,3955.83,4373.4
COST_06279,WO_06279,APU_032,795.76,972.0,1360.8,2156.56
COST_06280,WO_06280,APU_043,395.34,1355.64,3795.79,4191.13
COST_06281,WO_06281,APU_031,471.13,1158.17,3347.11,3818.24
COST_06282,WO_06282,APU_017,670.56,1510.87,4547.72,5218.28
COST_06283,WO_06283,APU_023,359.59,835.94,3770.09,4129.68
COST_06284,WO_06284,APU_041,892.7,738.47,3515.12,4407.82
COST_06285,WO_06285,APU_021,722.49,1519.72,2978.65,3701.14
COST_06286,WO_06286,APU_032,385.88,1097.34,2128.84,2514.72
COST_06287,WO_06287,APU_024,392.08,1223.2,1871.5,2263.58
COST_06288,WO_06288,APU_025,533.15,1616.46,6449.68,6982.83
COST_06289,WO_06289,APU_036,799.51,1786.36,10771.75,11571.26
COST_06290,WO_06290,APU_012,274.67,555.28,1271.59,1546.26
COST_06291,WO_06291,APU_010,479.16,1046.65,2491.03,2970.19
COST_06292,WO_06292,APU_044,702.66,1546.09,9415.69,10118.35
COST_06293,WO_06293,APU_010,572.8,1541.26,5533.12,6105.92
COST_06294,WO_06294,APU_036,886.25,1627.02,5629.49,6515.74
COST_06295,WO_06295,APU_023,252.72,726.58,1024.48,1277.2
COST_06296,WO_06296,APU_009,512.54,1326.55,5239.87,5752.41
COST_06297,WO_06297,APU_031,341.58,508.51,828.87,1170.45
COST_06298,WO_06298,APU_040,352.45,1406.05,2052.83,2405.28
COST_06299,WO_06299,APU_025,192.79,819.8,1844.55,2037.34
COST_06300,WO_06300,APU_010,851.74,568.2,1119.35,1971.09
COST_06301,WO_06301,APU_018,231.68,827.7,1994.76,2226.44
COST_06302,WO_06302,APU_047,440.06,477.61,587.46,1027.52
COST_06303,WO_06303,APU_020,1034.3,727.26,3352.67,4386.97
COST_06304,WO_06304,APU_009,478.65,626.49,3163.77,3642.42
COST_06305,WO_06305,APU_006,899.4,343.28,319.25,1218.65
COST_06306,WO_06306,APU_043,977.46,400.97,1868.52,2845.98
COST_06307,WO_06307,APU_031,292.58,1360.33,2366.97,2659.55
COST_06308,WO_06308,APU_002,617.53,1222.75,5331.19,5948.72
COST_06309,WO_06309,APU_011,480.54,543.92,1425.07,1905.61
COST_06310,WO_06310,APU_005,610.55,310.53,857.06,1467.61
COST_06311,WO_06311,APU_016,981.62,654.95,1611.18,2592.8
COST_06312,WO_06312,APU_005,441.79,1076.78,5696.17,6137.96
COST_06313,WO_06313,APU_009,390.57,1617.01,2215.3,2605.87
COST_06314,WO_06314,APU_023,827.25,821.42,3121.4,3948.65
COST_06315,WO_06315,APU_002,800.45,1766.95,8799.41,9599.86
COST_06316,WO_06316,APU_002,1008.52,597.55,2408.13,3416.65
COST_06317,WO_06317,APU_017,957.02,1158.08,11302.86,12259.88
COST_06318,WO_06318,APU_005,846.21,1008.27,2046.79,2893.0
COST_06319,WO_06319,APU_014,767.36,1003.05,4614.03,5381.39
COST_06320,WO_06320,APU_039,699.47,359.19,919.53,1619.0
COST_06321,WO_06321,APU_024,1218.47,1774.93,9513.62,10732.09
COST_06322,WO_06322,APU_023,682.89,591.62,1603.29,2286.18
COST_06323,WO_06323,APU_045,501.49,433.13,952.89,1454.38
COST_06324,WO_06324,APU_025,619.15,424.39,2368.1,2987.25
COST_06325,WO_06325,APU_034,174.16,437.4,905.42,1079.58
COST_06326,WO_06326,APU_003,442.77,1661.35,2076.69,2519.46
COST_06327,WO_06327,APU_043,408.3,1493.25,3061.16,3469.46
COST_06328,WO_06328,APU_027,661.6,1231.01,4702.46,5364.06
COST_06329,WO_06329,APU_033,646.49,1465.31,8572.06,9218.55
COST_06330,WO_06330,APU_009,774.85,1698.65,4909.1,5683.95
COST_06331,WO_06331,APU_025,705.19,1673.24,9386.88,10092.07
COST_06332,WO_06332,APU_005,131.09,1125.78,1452.26,1583.35
COST_06333,WO_06333,APU_031,376.86,463.93,988.17,1365.03
COST_06334,WO_06334,APU_032,983.0,992.77,2303.23,3286.23
COST_06335,WO_06335,APU_030,649.23,1599.09,4077.68,4726.91
COST_06336,WO_06336,APU_028,804.97,423.67,1207.46,2012.43
COST_06337,WO_06337,APU_026,415.91,388.26,1541.39,1957.3
COST_06338,WO_06338,APU_010,695.81,1323.14,2818.29,3514.1
COST_06339,WO_06339,APU_028,1011.94,1169.89,3427.78,4439.72
COST_06340,WO_06340,APU_040,725.81,808.81,2143.35,2869.16
COST_06341,WO_06341,APU_001,135.77,1097.8,1789.41,1925.18
COST_06342,WO_06342,APU_013,457.06,846.64,2158.93,2615.99
COST_06343,WO_06343,APU_033,496.75,784.99,1970.32,2467.07
COST_06344,WO_06344,APU_031,483.36,1376.23,3413.05,3896.41
COST_06345,WO_06345,APU_022,977.71,1721.92,4769.72,5747.43
COST_06346,WO_06346,APU_030,646.83,1537.83,4352.06,4998.89
COST_06347,WO_06347,APU_002,856.09,744.39,1592.99,2449.08
COST_06348,WO_06348,APU_039,1099.73,636.24,3480.23,4579.96
COST_06349,WO_06349,APU_019,584.2,959.88,1372.63,1956.83
COST_06350,WO_06350,APU_006,617.47,1004.27,1837.81,2455.28
COST_06351,WO_06351,APU_024,998.38,1395.3,17497.06,18495.44
COST_06352,WO_06352,APU_033,823.74,1575.33,2426.01,3249.75
COST_06353,WO_06353,APU_017,308.14,631.16,814.2,1122.34
COST_06354,WO_06354,APU_033,690.93,1577.64,6420.99,7111.92
COST_06355,WO_06355,APU_026,404.92,1022.1,889.23,1294.15
COST_06356,WO_06356,APU_015,974.71,684.27,1635.41,2610.12
COST_06357,WO_06357,APU_003,1024.61,451.81,3998.52,5023.13
COST_06358,WO_06358,APU_041,514.93,1211.07,1404.84,1919.77
COST_06359,WO_06359,APU_027,862.09,691.66,629.41,1491.5
COST_06360,WO_06360,APU_001,334.66,1736.09,2065.95,2400.61
COST_06361,WO_06361,APU_036,414.79,1319.75,5886.09,6300.88
COST_06362,WO_06362,APU_020,451.44,763.93,3857.85,4309.29
COST_06363,WO_06363,APU_045,775.06,1660.32,3403.66,4178.72
COST_06364,WO_06364,APU_038,544.99,541.63,2144.85,2689.84
COST_06365,WO_06365,APU_014,1118.01,1687.45,9854.71,10972.72
COST_06366,WO_06366,APU_012,431.99,886.8,6438.17,6870.16
COST_06367,WO_06367,APU_001,594.29,1296.45,3072.59,3666.88
COST_06368,WO_06368,APU_026,484.5,1723.53,1327.12,1811.62
COST_06369,WO_06369,APU_015,566.74,807.57,1397.1,1963.84
COST_06370,WO_06370,APU_047,1022.84,1792.42,3853.7,4876.54
COST_06371,WO_06371,APU_038,747.35,365.76,863.19,1610.54
COST_06372,WO_06372,APU_043,243.18,1570.36,3847.38,4090.56
COST_06373,WO_06373,APU_019,707.13,934.84,4702.25,5409.38
COST_06374,WO_06374,APU_005,994.64,317.42,1739.46,2734.1
COST_06375,WO_06375,APU_041,286.39,1542.06,3808.89,4095.28
COST_06376,WO_06376,APU_002,291.98,1799.89,8945.45,9237.43
COST_06377,WO_06377,APU_018,428.18,1092.88,3617.43,4045.61
COST_06378,WO_06378,APU_007,345.89,1491.69,4206.57,4552.46
COST_06379,WO_06379,APU_019,415.14,753.48,3375.59,3790.73
COST_06380,WO_06380,APU_028,1069.48,1276.93,3613.71,4683.19
COST_06381,WO_06381,APU_026,773.95,1308.55,11031.08,11805.03
COST_06382,WO_06382,APU_033,928.48,1013.56,1246.68,2175.16
COST_06383,WO_06383,APU_015,166.17,340.54,698.11,864.28
COST_06384,WO_06384,APU_035,168.61,1195.31,3036.09,3204.7
COST_06385,WO_06385,APU_047,972.02,629.29,2177.34,3149.36
COST_06386,WO_06386,APU_023,970.6,1417.14,7737.58,8708.18
COST_06387,WO_06387,APU_039,458.44,1378.69,3694.89,4153.33
COST_06388,WO_06388,APU_030,769.85,978.8,1213.71,1983.56
COST_06389,WO_06389,APU_016,948.68,932.26,4027.36,4976.04
COST_06390,WO_06390,APU_028,889.98,759.73,3130.09,4020.07
COST_06391,WO_06391,APU_042,563.18,1252.18,1164.53,1727.71
COST_06392,WO_06392,APU_006,384.07,316.14,856.74,1240.81
COST_06393,WO_06393,APU_044,440.95,893.47,1009.62,1450.57
COST_06394,WO_06394,APU_038,794.33,1079.74,2040.71,2835.04
COST_06395,WO_06395,APU_040,372.48,1113.16,1836.71,2209.19
COST_06396,WO_06396,APU_029,961.42,728.93,3090.66,4052.08
COST_06397,WO_06397,APU_048,572.96,1238.57,3591.85,4164.81
COST_06398,WO_06398,APU_030,308.46,852.37,1142.18,1450.64
COST_06399,WO_06399,APU_049,660.5,319.92,1410.85,2071.35
COST_06400,WO_06400,APU_017,646.15,986.85,1223.69,1869.84
COST_06401,WO_06401,APU_007,851.88,1134.16,3697.36,4549.24
COST_06402,WO_06402,APU_011,802.19,1487.3,2587.9,3390.09
COST_06403,WO_06403,APU_024,672.11,1588.49,3526.45,4198.56
COST_06404,WO_06404,APU_008,1011.25,1308.73,4698.34,5709.59
COST_06405,WO_06405,APU_031,1008.04,593.3,2147.75,3155.79
COST_06406,WO_06406,APU_012,692.37,831.69,4715.68,5408.05
COST_06407,WO_06407,APU_021,270.69,773.72,2011.67,2282.36
COST_06408,WO_06408,APU_016,423.81,482.14,1552.49,1976.3
COST_06409,WO_06409,APU_027,295.56,1653.81,3539.15,3834.71
COST_06410,WO_06410,APU_014,607.81,393.94,1181.82,1789.63
COST_06411,WO_06411,APU_023,649.74,1272.03,4401.22,5050.96
COST_06412,WO_06412,APU_015,707.23,475.08,1225.71,1932.94
COST_06413,WO_06413,APU_019,598.27,981.86,991.68,1589.95
COST_06414,WO_06414,APU_037,646.93,1439.62,4693.16,5340.09
COST_06415,WO_06415,APU_042,939.63,1062.05,3526.01,4465.64
COST_06416,WO_06416,APU_005,347.26,766.01,1432.44,1779.7
COST_06417,WO_06417,APU_050,834.63,889.88,1192.44,2027.07
COST_06418,WO_06418,APU_013,1072.3,1321.45,8087.27,9159.57
COST_06419,WO_06419,APU_039,872.45,741.0,2637.96,3510.41
COST_06420,WO_06420,APU_030,907.65,491.09,1178.62,2086.27
COST_06421,WO_06421,APU_028,475.52,889.97,1290.46,1765.98
COST_06422,WO_06422,APU_047,660.16,780.76,1350.71,2010.87
COST_06423,WO_06423,APU_014,450.58,631.1,3508.92,3959.5
COST_06424,WO_06424,APU_038,564.3,1072.69,3142.98,3707.28
COST_06425,WO_06425,APU_045,525.34,1707.79,3432.66,3958.0
COST_06426,WO_06426,APU_001,834.04,1382.95,4978.62,5812.66
COST_06427,WO_06427,APU_042,381.14,808.95,1407.57,1788.71
COST_06428,WO_06428,APU_029,1057.33,1487.65,9238.31,10295.64
COST_06429,WO_06429,APU_031,730.28,444.1,2540.25,3270.53
COST_06430,WO_06430,APU_016,702.03,361.54,759.23,1461.26
COST_06431,WO_06431,APU_028,366.74,386.26,741.62,1108.36
COST_06432,WO_06432,APU_046,55.81,425.14,272.09,327.9
COST_06433,WO_06433,APU_049,569.09,369.8,443.76,1012.85
COST_06434,WO_06434,APU_035,528.81,960.75,1248.98,1777.79
COST_06435,WO_06435,APU_013,131.63,1422.56,4168.1,4299.73
COST_06436,WO_06436,APU_015,554.03,1724.94,3915.61,4469.64
COST_06437,WO_06437,APU_028,270.16,714.58,928.95,1199.11
COST_06438,WO_06438,APU_017,542.59,1467.38,3419.0,3961.59
COST_06439,WO_06439,APU_031,202.09,1114.21,4000.01,4202.1
COST_06440,WO_06440,APU_028,729.71,879.39,3192.19,3921.9
COST_06441,WO_06441,APU_043,714.19,1420.06,1363.26,2077.45
COST_06442,WO_06442,APU_012,551.26,1043.23,2639.37,3190.63
COST_06443,WO_06443,APU_047,907.26,1730.12,2197.25,3104.51
COST_06444,WO_06444,APU_021,502.28,1437.59,6411.65,6913.93
COST_06445,WO_06445,APU_043,1033.43,384.49,1607.17,2640.6
COST_06446,WO_06446,APU_046,416.92,870.8,1445.53,1862.45
COST_06447,WO_06447,APU_008,241.1,510.77,909.17,1150.27
